Data Year,County,Dashboard Fuel Type Group,Fuel Type,Manufacturer,Model,Number of Vehicles
2010,Alameda,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,3
2010,Alameda,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,17
2010,Amador,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,1
2010,Contra Costa,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,10
2010,Fresno,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,2
2010,Humboldt,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,1
2010,Humboldt,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,1
2010,Kern,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,1
2010,Lake,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,1
2010,Los Angeles,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,5
2010,Los Angeles,Battery Electric (BEV),Battery Electric (BEV),MINI,Mini E,79
2010,Los Angeles,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,123
2010,Los Angeles,Fuel Cell (FCEV),Fuel Cell (FCEV),Honda,FCX Clarity,12
2010,Los Angeles,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius,153
2010,Marin,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,15
2010,Monterey,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,1
2010,Napa,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,1
2010,Napa,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,3
2010,Orange,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,1
2010,Orange,Battery Electric (BEV),Battery Electric (BEV),MINI,Mini E,8
2010,Orange,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,29
2010,Orange,Fuel Cell (FCEV),Fuel Cell (FCEV),Honda,FCX Clarity,2
2010,Out Of State,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,2
2010,Out Of State,Battery Electric (BEV),Battery Electric (BEV),MINI,Mini E,6
2010,Out Of State,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,3
2010,Placer,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,2
2010,Placer,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,3
2010,Riverside,Battery Electric (BEV),Battery Electric (BEV),MINI,Mini E,1
2010,Riverside,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,3
2010,Sacramento,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,2
2010,Sacramento,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,4
2010,San Benito,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,1
2010,San Bernardino,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,3
2010,San Bernardino,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,1
2010,San Diego,Battery Electric (BEV),Battery Electric (BEV),MINI,Mini E,2
2010,San Diego,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,27
2010,San Francisco,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,24
2010,San Joaquin,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,1
2010,San Luis Obispo,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,1
2010,San Mateo,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,4
2010,San Mateo,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,46
2010,Santa Barbara,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,3
2010,Santa Barbara,Battery Electric (BEV),Battery Electric (BEV),MINI,Mini E,2
2010,Santa Barbara,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,6
2010,Santa Clara,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,6
2010,Santa Clara,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,87
2010,Santa Cruz,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,1
2010,Santa Cruz,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,5
2010,Sonoma,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,3
2010,Sonoma,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,5
2010,Stanislaus,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,1
2010,Tulare,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,1
2010,Ventura,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,10
2010,Ventura,Battery Electric (BEV),Battery Electric (BEV),MINI,Mini E,21
2010,Ventura,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,11
2010,Yolo,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,1
2011,Alameda,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,3
2011,Alameda,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,273
2011,Alameda,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,23
2011,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,63
2011,Amador,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,1
2011,Amador,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,3
2011,Amador,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,2
2011,Butte,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,6
2011,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,2
2011,Calaveras,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,1
2011,Calaveras,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,1
2011,Calaveras,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,2
2011,Contra Costa,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,114
2011,Contra Costa,Battery Electric (BEV),Battery Electric (BEV),Smart,Fortwo Electric Drive,1
2011,Contra Costa,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,15
2011,Contra Costa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,28
2011,El Dorado,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,12
2011,El Dorado,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,9
2011,Fresno,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,9
2011,Fresno,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,3
2011,Fresno,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,21
2011,Humboldt,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,7
2011,Humboldt,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,1
2011,Humboldt,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,1
2011,Imperial,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,1
2011,Kern,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,12
2011,Kern,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,1
2011,Kern,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,13
2011,Kings,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,1
2011,Kings,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,2
2011,Lake,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,3
2011,Los Angeles,Battery Electric (BEV),Battery Electric (BEV),Ford,Transit Connect Electric,1
2011,Los Angeles,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,5
2011,Los Angeles,Battery Electric (BEV),Battery Electric (BEV),MINI,Mini E,58
2011,Los Angeles,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,742
2011,Los Angeles,Battery Electric (BEV),Battery Electric (BEV),Smart,Fortwo Electric Drive,7
2011,Los Angeles,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,139
2011,Los Angeles,Fuel Cell (FCEV),Fuel Cell (FCEV),Honda,FCX Clarity,16
2011,Los Angeles,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,331
2011,Los Angeles,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius,162
2011,Madera,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,3
2011,Madera,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,2
2011,Marin,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,63
2011,Marin,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,16
2011,Marin,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,25
2011,Mariposa,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,1
2011,Mendocino,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,3
2011,Merced,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,1
2011,Merced,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,2
2011,Monterey,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,9
2011,Monterey,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,2
2011,Monterey,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,16
2011,Napa,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,1
2011,Napa,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,10
2011,Napa,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,5
2011,Napa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,8
2011,Nevada,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,3
2011,Nevada,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,1
2011,Orange,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,1
2011,Orange,Battery Electric (BEV),Battery Electric (BEV),MINI,Mini E,5
2011,Orange,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,255
2011,Orange,Battery Electric (BEV),Battery Electric (BEV),Smart,Fortwo Electric Drive,17
2011,Orange,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,40
2011,Orange,Fuel Cell (FCEV),Fuel Cell (FCEV),Honda,FCX Clarity,4
2011,Orange,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,124
2011,Out Of State,Battery Electric (BEV),Battery Electric (BEV),Ford,Transit Connect Electric,1
2011,Out Of State,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,2
2011,Out Of State,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,159
2011,Out Of State,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,5
2011,Out Of State,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,28
2011,Placer,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,2
2011,Placer,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,18
2011,Placer,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,5
2011,Placer,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,10
2011,Riverside,Battery Electric (BEV),Battery Electric (BEV),MINI,Mini E,1
2011,Riverside,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,43
2011,Riverside,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,3
2011,Riverside,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,52
2011,Sacramento,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,2
2011,Sacramento,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,53
2011,Sacramento,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,5
2011,Sacramento,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,41
2011,San Benito,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,3
2011,San Benito,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,1
2011,San Bernardino,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,27
2011,San Bernardino,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,1
2011,San Bernardino,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,38
2011,San Diego,Battery Electric (BEV),Battery Electric (BEV),MINI,Mini E,1
2011,San Diego,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,613
2011,San Diego,Battery Electric (BEV),Battery Electric (BEV),Smart,Fortwo Electric Drive,1
2011,San Diego,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,40
2011,San Diego,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,126
2011,San Francisco,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,84
2011,San Francisco,Battery Electric (BEV),Battery Electric (BEV),Smart,Fortwo Electric Drive,1
2011,San Francisco,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,34
2011,San Francisco,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,44
2011,San Joaquin,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,10
2011,San Joaquin,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,2
2011,San Joaquin,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,8
2011,San Luis Obispo,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,1
2011,San Luis Obispo,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,23
2011,San Luis Obispo,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,3
2011,San Luis Obispo,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,8
2011,San Mateo,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,4
2011,San Mateo,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,216
2011,San Mateo,Battery Electric (BEV),Battery Electric (BEV),Smart,Fortwo Electric Drive,13
2011,San Mateo,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,60
2011,San Mateo,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,46
2011,Santa Barbara,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,3
2011,Santa Barbara,Battery Electric (BEV),Battery Electric (BEV),MINI,Mini E,1
2011,Santa Barbara,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,34
2011,Santa Barbara,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,9
2011,Santa Barbara,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,32
2011,Santa Clara,Battery Electric (BEV),Battery Electric (BEV),Ford,Transit Connect Electric,1
2011,Santa Clara,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,5
2011,Santa Clara,Battery Electric (BEV),Battery Electric (BEV),MINI,Mini E,1
2011,Santa Clara,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,604
2011,Santa Clara,Battery Electric (BEV),Battery Electric (BEV),Smart,Fortwo Electric Drive,3
2011,Santa Clara,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,118
2011,Santa Clara,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,129
2011,Santa Cruz,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,39
2011,Santa Cruz,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,7
2011,Santa Cruz,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,4
2011,Shasta,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,6
2011,Shasta,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,3
2011,Solano,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,16
2011,Solano,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,8
2011,Sonoma,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,1
2011,Sonoma,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,53
2011,Sonoma,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,6
2011,Sonoma,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,18
2011,Stanislaus,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,6
2011,Stanislaus,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,2
2011,Stanislaus,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,9
2011,Tehama,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,1
2011,Tehama,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,1
2011,Trinity,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,1
2011,Tulare,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,1
2011,Tulare,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,6
2011,Tulare,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,6
2011,Tuolumne,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,1
2011,Tuolumne,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,2
2011,Ventura,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,10
2011,Ventura,Battery Electric (BEV),Battery Electric (BEV),MINI,Mini E,25
2011,Ventura,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,68
2011,Ventura,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,10
2011,Ventura,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,42
2011,Yolo,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,25
2011,Yolo,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,8
2011,Yuba,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,1
2011,Yuba,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,1
2012,Alameda,Battery Electric (BEV),Battery Electric (BEV),BMW,ActiveE,21
2012,Alameda,Battery Electric (BEV),Battery Electric (BEV),Ford,Transit Connect Electric,1
2012,Alameda,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,3
2012,Alameda,Battery Electric (BEV),Battery Electric (BEV),Ford,Focus,9
2012,Alameda,Battery Electric (BEV),Battery Electric (BEV),Honda,Fit EV,3
2012,Alameda,Battery Electric (BEV),Battery Electric (BEV),Mitsubishi,i-MiEV,11
2012,Alameda,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,480
2012,Alameda,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,23
2012,Alameda,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model S,4
2012,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,318
2012,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Fisker,Karma,4
2012,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Plug-in Hybrid,291
2012,Amador,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,1
2012,Amador,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,4
2012,Amador,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,2
2012,Amador,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Plug-in Hybrid,1
2012,Butte,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,12
2012,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,9
2012,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Plug-in Hybrid,7
2012,Calaveras,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,2
2012,Calaveras,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,2
2012,Calaveras,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,4
2012,Contra Costa,Battery Electric (BEV),Battery Electric (BEV),BMW,ActiveE,12
2012,Contra Costa,Battery Electric (BEV),Battery Electric (BEV),Ford,Transit Connect Electric,2
2012,Contra Costa,Battery Electric (BEV),Battery Electric (BEV),Ford,Focus,9
2012,Contra Costa,Battery Electric (BEV),Battery Electric (BEV),Honda,Fit EV,4
2012,Contra Costa,Battery Electric (BEV),Battery Electric (BEV),Mitsubishi,i-MiEV,9
2012,Contra Costa,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,220
2012,Contra Costa,Battery Electric (BEV),Battery Electric (BEV),Smart,Fortwo Electric Drive,1
2012,Contra Costa,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,16
2012,Contra Costa,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model S,3
2012,Contra Costa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,183
2012,Contra Costa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Fisker,Karma,8
2012,Contra Costa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Plug-in Hybrid,165
2012,Del Norte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,2
2012,Del Norte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Plug-in Hybrid,1
2012,El Dorado,Battery Electric (BEV),Battery Electric (BEV),Ford,Focus,2
2012,El Dorado,Battery Electric (BEV),Battery Electric (BEV),Mitsubishi,i-MiEV,1
2012,El Dorado,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,22
2012,El Dorado,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,28
2012,El Dorado,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Fisker,Karma,1
2012,El Dorado,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Plug-in Hybrid,14
2012,Fresno,Battery Electric (BEV),Battery Electric (BEV),Mitsubishi,i-MiEV,2
2012,Fresno,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,24
2012,Fresno,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,5
2012,Fresno,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,36
2012,Fresno,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Plug-in Hybrid,9
2012,Humboldt,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,13
2012,Humboldt,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,1
2012,Humboldt,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,4
2012,Humboldt,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Plug-in Hybrid,3
2012,Imperial,Battery Electric (BEV),Battery Electric (BEV),Ford,Transit Connect Electric,1
2012,Imperial,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,1
2012,Imperial,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Plug-in Hybrid,2
2012,Inyo,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Plug-in Hybrid,2
2012,Kern,Battery Electric (BEV),Battery Electric (BEV),BMW,ActiveE,1
2012,Kern,Battery Electric (BEV),Battery Electric (BEV),Mitsubishi,i-MiEV,3
2012,Kern,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,18
2012,Kern,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,1
2012,Kern,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,26
2012,Kern,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Fisker,Karma,3
2012,Kern,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Plug-in Hybrid,10
2012,Kings,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,1
2012,Kings,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,2
2012,Lake,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,5
2012,Lake,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,3
2012,Lake,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Plug-in Hybrid,2
2012,Lassen,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,1
2012,Los Angeles,Battery Electric (BEV),Battery Electric (BEV),BMW,ActiveE,163
2012,Los Angeles,Battery Electric (BEV),Battery Electric (BEV),Ford,Transit Connect Electric,27
2012,Los Angeles,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,4
2012,Los Angeles,Battery Electric (BEV),Battery Electric (BEV),Ford,Focus,26
2012,Los Angeles,Battery Electric (BEV),Battery Electric (BEV),Honda,Fit EV,3
2012,Los Angeles,Battery Electric (BEV),Battery Electric (BEV),MINI,Mini E,7
2012,Los Angeles,Battery Electric (BEV),Battery Electric (BEV),Mitsubishi,i-MiEV,22
2012,Los Angeles,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,1226
2012,Los Angeles,Battery Electric (BEV),Battery Electric (BEV),Smart,Fortwo Electric Drive,7
2012,Los Angeles,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,135
2012,Los Angeles,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model S,23
2012,Los Angeles,Battery Electric (BEV),Battery Electric (BEV),Toyota,RAV4 EV,12
2012,Los Angeles,Fuel Cell (FCEV),Fuel Cell (FCEV),Honda,FCX Clarity,18
2012,Los Angeles,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,1593
2012,Los Angeles,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Fisker,Karma,92
2012,Los Angeles,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Plug-in Hybrid,1217
2012,Los Angeles,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius,159
2012,Madera,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,8
2012,Madera,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,5
2012,Madera,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Plug-in Hybrid,1
2012,Marin,Battery Electric (BEV),Battery Electric (BEV),BMW,ActiveE,10
2012,Marin,Battery Electric (BEV),Battery Electric (BEV),Ford,Focus,2
2012,Marin,Battery Electric (BEV),Battery Electric (BEV),Mitsubishi,i-MiEV,5
2012,Marin,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,111
2012,Marin,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,17
2012,Marin,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model S,2
2012,Marin,Battery Electric (BEV),Battery Electric (BEV),Toyota,RAV4 EV,1
